config:	0.033	0.3265833556652069
time:1714617860.0873652	freq:293.07907	ampl:0.4203734
time:1714617860.1728	freq:293.35373	ampl:0.42102972
time:1714617860.2580109	freq:261.51028	ampl:0.398236
time:1714617860.3648329	freq:261.17145	ampl:0.34604764
time:1714617860.45015	freq:262.58023	ampl:0.40629035
time:1714617860.556624	freq:246.26088	ampl:0.28798142
time:1714617860.64225	freq:247.7441	ampl:0.21180856
time:1714617860.727329	freq:219.39856	ampl:0.54585665
time:1714617860.833932	freq:219.83437	ampl:0.65339154
time:1714617860.9192982	freq:219.63605	ampl:0.54805464
time:1714617861.004672	freq:219.4947	ampl:0.5845045
time:1714617861.111525	freq:194.95584	ampl:0.5409495
time:1714617861.196687	freq:194.9598	ampl:0.502542
time:1714617861.281959	freq:49.21095	ampl:0.5761581
time:1714617861.388626	freq:173.46005	ampl:0.3296443
time:1714617861.474052	freq:174.19977	ampl:0.3394233
time:1714617861.559408	freq:163.86627	ampl:0.47295403
time:1714617861.6660218	freq:164.1757	ampl:0.45638692
time:1714617861.751277	freq:164.17143	ampl:0.39291474
time:1714617861.857966	freq:327.92706	ampl:0.62122494
time:1714617861.943258	freq:146.31276	ampl:0.45131537
time:1714617862.0287008	freq:146.38432	ampl:0.39826435
time:1714617862.135973	freq:146.79048	ampl:0.34242052
time:1714617862.2205439	freq:130.34343	ampl:0.32388824
time:1714617862.306072	freq:260.92334	ampl:0.27815354
time:1714617862.4129	freq:130.45119	ampl:0.22801635
time:1714617862.498219	freq:261.01535	ampl:0.19615942
time:1714617862.583578	freq:130.39331	ampl:0.16005398
time:1714617862.690104	freq:130.65106	ampl:0.1343047
time:1714617862.775518	freq:130.81682	ampl:0.120567106
time:1714617862.860945	freq:130.52518	ampl:0.095520005
time:1714617862.967461	freq:130.337	ampl:0.09819265
time:1714617863.05298	freq:130.58249	ampl:0.079463914
time:1714617863.138393	freq:130.76796	ampl:0.07707608
time:1714617863.244708	freq:262.2394	ampl:0.07065278
time:1714617863.330175	freq:120.76663	ampl:0.08386529
time:1714617863.436905	freq:65.17595	ampl:0.0543574
time:1714617863.522121	freq:32.287704	ampl:0.045810513
time:1714617863.607842	freq:65.293755	ampl:0.041125424
time:1714617863.714179	freq:36.91048	ampl:0.035127223
