config:	0.12886831164360046	0.30120810866355896
time:1715233284.946334	freq:587.8307	ampl:0.3016866
time:1715233285.0531611	freq:585.57574	ampl:0.63264793
time:1715233285.138335	freq:657.0428	ampl:0.5272279
time:1715233285.2236629	freq:656.9484	ampl:0.28736335
time:1715233285.33062	freq:699.5179	ampl:0.40230027
time:1715233285.415761	freq:697.7305	ampl:0.57868034
time:1715233285.5223188	freq:697.57104	ampl:0.47997233
time:1715233285.607692	freq:697.083	ampl:0.40010867
time:1715233285.6934	freq:788.9761	ampl:0.5152893
time:1715233285.800027	freq:783.4035	ampl:0.4073137
time:1715233285.885089	freq:783.4331	ampl:0.36734515
time:1715233285.970351	freq:783.12427	ampl:0.3455304
time:1715233286.0771751	freq:861.15	ampl:0.28034487
time:1715233286.162611	freq:880.2478	ampl:0.13973078
time:1715233286.248177	freq:986.9899	ampl:0.2813677
time:1715233286.35431	freq:987.342	ampl:0.5715897
time:1715233286.439909	freq:986.5122	ampl:0.43873987
time:1715233286.5251498	freq:987.14624	ampl:0.29784924
time:1715233286.631851	freq:1056.7683	ampl:0.31880736
time:1715233286.717194	freq:1044.7247	ampl:0.22344196
time:1715233286.802407	freq:1044.8466	ampl:0.16111045
time:1715233286.909369	freq:1161.2539	ampl:0.3423715
time:1715233286.994389	freq:1174.3273	ampl:0.3120372
time:1715233287.1011639	freq:1174.3597	ampl:0.22180116
time:1715233287.186461	freq:1174.4045	ampl:0.13177598
time:1715233287.548801	freq:1394.7183	ampl:0.26120302
time:1715233287.826528	freq:1394.3505	ampl:0.20586078
time:1715233287.933228	freq:197.07445	ampl:0.13676599
time:1715233288.2104778	freq:1762.9227	ampl:0.18097384
time:1715233288.295805	freq:1759.7996	ampl:0.13414378
time:1715233288.403022	freq:1759.9396	ampl:0.14527331
time:1715233288.487786	freq:1975.6431	ampl:0.25083265
time:1715233288.765075	freq:196.14288	ampl:0.24567166
time:1715233288.850556	freq:194.83592	ampl:0.14777224
time:1715233289.0424762	freq:1980.1654	ampl:0.15911958
time:1715233289.1276522	freq:1975.6235	ampl:0.18141519
time:1715233289.405329	freq:1763.1741	ampl:0.19281293
time:1715233289.511895	freq:1760.0636	ampl:0.14136243
time:1715233289.682365	freq:195.28223	ampl:0.16289213
time:1715233289.981221	freq:351.7007	ampl:0.1678691
time:1715233290.066694	freq:1373.8516	ampl:0.16754459
time:1715233290.621129	freq:1175.266	ampl:0.2646043
time:1715233290.7068381	freq:1175.947	ampl:0.21383174
time:1715233290.813443	freq:1177.8428	ampl:0.19579844
time:1715233290.898412	freq:1059.8644	ampl:0.24322629
time:1715233290.983707	freq:1045.2816	ampl:0.15271375
time:1715233291.0903502	freq:1044.4977	ampl:0.14554895
time:1715233291.175689	freq:985.5937	ampl:0.5231058
time:1715233291.261019	freq:986.97015	ampl:0.46081913
time:1715233291.3680449	freq:987.5699	ampl:0.30079255
time:1715233291.453299	freq:877.73975	ampl:0.3549488
time:1715233291.559644	freq:880.05255	ampl:0.21723369
time:1715233291.64497	freq:879.58386	ampl:0.13581583
time:1715233291.730723	freq:785.41974	ampl:0.27252853
time:1715233291.836869	freq:783.39746	ampl:0.4052546
time:1715233291.9224958	freq:783.03516	ampl:0.3364071
time:1715233292.0076451	freq:796.09045	ampl:0.30892962
time:1715233292.114317	freq:698.75977	ampl:0.38582814
time:1715233292.199586	freq:697.7902	ampl:0.3280366
time:1715233292.285141	freq:697.2422	ampl:0.33467528
time:1715233292.3916678	freq:656.67267	ampl:0.6297389
time:1715233292.47714	freq:657.82056	ampl:0.49113533
time:1715233292.5624251	freq:657.38776	ampl:0.24707288
time:1715233292.6690788	freq:581.49023	ampl:0.2621546
time:1715233292.754421	freq:586.79407	ampl:0.18412341
time:1715233292.839544	freq:587.79065	ampl:0.2341602
time:1715233292.946576	freq:599.1033	ampl:0.29203826
time:1715233293.031735	freq:520.88324	ampl:0.33346954
time:1715233293.13862	freq:521.41675	ampl:0.27053204
time:1715233293.2239342	freq:520.7316	ampl:0.2537146
time:1715233293.308912	freq:492.74744	ampl:0.44046122
time:1715233293.415763	freq:492.94644	ampl:0.31973732
time:1715233293.501224	freq:493.10983	ampl:0.20274678
time:1715233293.58616	freq:438.58932	ampl:0.5626646
time:1715233293.693176	freq:438.09793	ampl:0.54593
time:1715233293.778358	freq:438.32217	ampl:0.5045731
time:1715233293.863728	freq:438.54172	ampl:0.6256738
time:1715233293.970335	freq:390.77628	ampl:0.59553105
time:1715233294.055812	freq:390.91788	ampl:0.48875934
time:1715233294.140995	freq:390.89832	ampl:0.34399384
time:1715233294.247504	freq:349.16565	ampl:0.34430188
time:1715233294.3331652	freq:348.8865	ampl:0.2294156
time:1715233294.43977	freq:349.10785	ampl:0.21715757
time:1715233294.525284	freq:327.6025	ampl:0.25342262
time:1715233294.610474	freq:328.7088	ampl:0.23822221
time:1715233294.7171578	freq:328.42	ampl:0.21295191
time:1715233294.802424	freq:293.64612	ampl:0.3951707
time:1715233294.88794	freq:292.80582	ampl:0.45529503
time:1715233294.99423	freq:293.0619	ampl:0.39901683
time:1715233295.0793839	freq:262.5477	ampl:0.48345247
time:1715233295.164794	freq:260.78656	ampl:0.4454151
time:1715233295.271651	freq:260.5224	ampl:0.34671304
time:1715233295.357089	freq:260.97046	ampl:0.33886236
time:1715233295.4425259	freq:247.03008	ampl:0.36076152
time:1715233295.5490499	freq:246.18684	ampl:0.2772113
time:1715233295.634544	freq:246.07362	ampl:0.269011
time:1715233295.71948	freq:219.6363	ampl:0.54994106
time:1715233295.826201	freq:219.47719	ampl:0.5082767
time:1715233295.911584	freq:219.3705	ampl:0.41284668
time:1715233296.01853	freq:219.19196	ampl:0.49023968
time:1715233296.103682	freq:195.03688	ampl:0.47340083
time:1715233296.189038	freq:194.79005	ampl:0.40022218
time:1715233296.295817	freq:174.4429	ampl:0.50907606
time:1715233296.381254	freq:174.52182	ampl:0.36411312
time:1715233296.466445	freq:173.80147	ampl:0.3393744
time:1715233296.573347	freq:174.6852	ampl:0.31039432
time:1715233296.658416	freq:163.57211	ampl:0.30408418
time:1715233296.7435699	freq:163.41696	ampl:0.25055432
time:1715233296.850445	freq:164.17226	ampl:0.26712942
time:1715233296.935725	freq:145.05743	ampl:0.5627838
time:1715233297.0209498	freq:146.16638	ampl:0.435577
time:1715233297.1278682	freq:146.45609	ampl:0.39155936
time:1715233297.212998	freq:147.33546	ampl:0.33218732
time:1715233297.2982469	freq:130.78513	ampl:0.44124693
time:1715233297.405007	freq:131.01796	ampl:0.362823
time:1715233297.490365	freq:130.40485	ampl:0.30064356
time:1715233297.5971708	freq:130.82768	ampl:0.24168931
time:1715233297.682677	freq:130.48361	ampl:0.1819044
time:1715233297.767632	freq:130.63275	ampl:0.15773527
