config:	0.12886831164360046	0.30120810866355896
time:1715233443.558339	freq:464.06488	ampl:0.433525
time:1715233443.643835	freq:463.98642	ampl:0.4170179
time:1715233443.728942	freq:413.5391	ampl:0.45826405
time:1715233443.8361468	freq:413.50714	ampl:0.1612414
time:1715233443.921283	freq:393.16614	ampl:0.25371706
time:1715233444.0063791	freq:389.92828	ampl:0.58416575
time:1715233444.1130571	freq:389.74084	ampl:0.529216
time:1715233444.1983728	freq:391.3348	ampl:0.35504296
time:1715233444.283794	freq:347.8041	ampl:0.41652957
time:1715233444.390456	freq:348.31262	ampl:0.2839258
time:1715233444.4761481	freq:348.2714	ampl:0.19612789
time:1715233444.561235	freq:351.83963	ampl:0.2607874
time:1715233444.6676002	freq:310.69852	ampl:0.3997507
time:1715233444.752925	freq:310.05356	ampl:0.38224274
time:1715233444.859705	freq:309.95087	ampl:0.3469802
time:1715233444.9449081	freq:309.9865	ampl:0.45434225
time:1715233445.0303931	freq:292.86777	ampl:0.4674335
time:1715233445.137093	freq:293.19943	ampl:0.37556526
time:1715233445.222384	freq:73.43472	ampl:0.47413075
time:1715233445.3075829	freq:260.8109	ampl:0.45125076
time:1715233445.414438	freq:260.4937	ampl:0.35436407
time:1715233445.499866	freq:261.9104	ampl:0.38163885
time:1715233445.585077	freq:232.37689	ampl:0.67719805
time:1715233445.691566	freq:232.34491	ampl:0.59777147
time:1715233445.776869	freq:232.39659	ampl:0.5356191
time:1715233445.862555	freq:206.73495	ampl:0.45995212
time:1715233445.968107	freq:206.50093	ampl:0.3481715
time:1715233446.054482	freq:206.87178	ampl:0.32373124
time:1715233446.1395822	freq:197.30795	ampl:0.46585014
time:1715233446.2466378	freq:195.10304	ampl:0.44205382
time:1715233446.331606	freq:194.79231	ampl:0.40794423
time:1715233446.438365	freq:195.08148	ampl:0.48173696
time:1715233446.523709	freq:174.06807	ampl:0.4715205
time:1715233446.609173	freq:173.7193	ampl:0.35003063
time:1715233446.71562	freq:174.43825	ampl:0.3352019
time:1715233446.8010402	freq:154.79724	ampl:0.2905527
time:1715233446.8862638	freq:154.86899	ampl:0.25096092
time:1715233446.992879	freq:153.02835	ampl:0.22597982
time:1715233447.078586	freq:145.1692	ampl:0.5903733
time:1715233447.163553	freq:145.71327	ampl:0.5174837
time:1715233447.2704492	freq:146.30675	ampl:0.42506963
time:1715233447.355612	freq:146.5858	ampl:0.4053315
time:1715233447.4411101	freq:130.69499	ampl:0.514661
time:1715233447.5480762	freq:130.63017	ampl:0.4514557
time:1715233447.633507	freq:130.6613	ampl:0.35870105
time:1715233447.7188358	freq:132.46143	ampl:0.26334664
time:1715233447.824977	freq:131.08762	ampl:0.13006966
